area_640_px2,aspect_ratio
564.0625,1
504.6875,1.11764705882
623.4375,1.10526315789
718.75,1.15
679.6875,1.93333333333
1031.25,1.65
742.1875,1.31578947368
1445.3125,1.48
656.25,1.86666666667
687.5,1.1
590.625,1.16666666667
98.6627737226,2.00933333333
76.2394160584,1.55266666667
1275,1.41666666667
345.3125,1.30769230769
712.5,1.26315789474
385.9375,1.46153846154
284.375,1.07692307692
262.5,1.16666666667
345.3125,1.30769230769
206.25,1.09090909091
345.3125,1.30769230769
123.860015208,1.15058631034
108.649136147,1.09783845279
262.5,1.16666666667
859.375,1.13636363636
609.375,1.73333333333
243.75,1.08333333333
375,1.66666666667
492.1875,1.4
859.375,1.13636363636
550,1.375
218.75,1.4
168.75,1.33333333333
175,1.75
445.3125,1.26666666667
426.5625,1.61538461538
656.25,1.86666666667
823.4375,1.82352941176
426.5625,1.61538461538
875,1.4
1093.75,1.12
475,1.1875
534.375,1.05555555556
625,1
144.503351076,1.09884036516
400,1
400,1
393.75,1.28571428571
450,1.125
690.625,1.52941176471
421.875,1.2
504.6875,1.11764705882
375,1.06666666667
562.5,1.11111111111
425,1.0625
585.9375,1.66666666667
325,1.23076923077
351.5625,1
557.8125,1.23529411765
156.454756052,1.09783845279
144.503351076,1.09884036516
151.384463032,1.04889307584
584.375,1.29411764706
584.375,1.29411764706
646.875,1.27777777778
421.875,1.2
350,1.14285714286
262.5,1.16666666667
437.5,1.42857142857
1054.6875,1.08
421.875,1.2
437.5,1.42857142857
393.75,1.28571428571
450,1.125
475,1.1875
385.9375,1.46153846154
421.875,1.2
425,1.0625
281.25,1.8
426.5625,1.61538461538
281.25,2.22222222222
406.25,1.53846153846
450,1.125
406.25,1.53846153846
759.375,1.5
534.375,1.05555555556
900,1.77777777778
850,1.88235294118
365.625,1.38461538462
1343.75,2.15
928.125,1.22727272727
468.75,1.33333333333
371.875,1.21428571429
371.875,1.21428571429
500,1.25
393.75,1.28571428571
437.5,1.42857142857
451.5625,1
415.625,1.35714285714
875,1.4
875,1.4
1181.25,1.71428571429
1148.4375,1.66666666667
300,1.33333333333
351.5625,1
500,1.25
173.838617836,1.01208981002
151.384463032,1.40627215708
637.5,1.41176470588
675,1.33333333333
467.1875,1.76923076923
445.3125,1.26666666667
546.875,1.78571428571
700,1.75
675,1.33333333333
525,1.3125
979.6875,1.73684210526
1000,1.6
820.3125,1.19047619048
437.5,1.42857142857
176.011600559,1.82176165803
445.3125,1.26666666667
515.625,1.46666666667
584.375,1.29411764706
815.625,1.61111111111
1257.8125,1.52173913043
787.5,2.57142857143
557.8125,1.23529411765
562.5,1.11111111111
700,1.75
937.5,1.04166666667
1012.5,2
326.5625,1.72727272727
325,1.23076923077
78.2273780261,1.23506825939
126.757325505,1.47031935641
562.5,1.6
718.75,1.15
679.6875,1.93333333333
562.5,1.11111111111
437.5,1.42857142857
637.5,1.41176470588
1343.75,2.15
562.5,1.11111111111
492.1875,1.4
890.625,2.53333333333
787.5,1.55555555556
1345.3125,1.95238095238
1312.5,2.1
950,1.68421052632
425,1.0625
664.0625,1.47058823529
918.75,1.33333333333
425,1.0625
812.5,1.3
646.875,1.27777777778
682.8125,1.21052631579
534.375,1.05555555556
475,1.1875
712.5,1.26315789474
575,1.4375
610.9375,1.35294117647
687.5,1.1
451.5625,1
632.8125,1.8
593.75,1.05263157895
506.25,1
790.625,1.04545454545
687.5,1.1
468.75,2.08333333333
918.75,1.33333333333
934.375,1.13043478261
593.75,1.05263157895
970.3125,1.17391304348
610.9375,1.35294117647
637.5,1.41176470588
689.0625,1
191.584643407,1.21450777202
682.8125,1.21052631579
820.3125,1.19047619048
562.5,1.6
976.5625,1
687.5,1.1
801.5625,1.42105263158
653.125,1.15789473684
812.5,1.3
503.125,1.64285714286
712.5,1.26315789474
1093.75,1.12
1328.125,1.36
1114.0625,1.34782608696
445.3125,1.26666666667
928.125,1.83333333333
712.5,1.26315789474
1340.625,1.26923076923
1017.1875,1.47619047619
962.5,1.27272727273
712.5,1.26315789474
996.875,1.31818181818
900,2.25
1078.125,1.30434782609
425,1.0625
623.4375,1.10526315789
623.4375,1.10526315789
325,1.23076923077
459.375,1.5
600,1.5
625,1.5625
689.0625,1
687.5,1.1
675,1.33333333333
446.875,1.69230769231
328.125,1.07142857143
468.75,1.33333333333
918.75,1.33333333333
862.5,1.04347826087
885.9375,1.28571428571
610.9375,1.35294117647
1050,1.16666666667
820.3125,1.19047619048
415.625,1.35714285714
790.625,1.04545454545
284.375,1.07692307692
623.4375,1.10526315789
492.1875,1.4
771.875,1.36842105263
158.265574988,1.00328902906
110.097791296,1.44222797927
55.7732232223,1.04793670493
55.7732232223,1.04793670493
63.7408265398,1.1976419485
73.8814125802,1.72055267703
39.8380165874,1.33595854922
81.1246883234,1.38800888231
717.1875,1.58823529412
801.830624768,1.08445017897
750,1.2
525,1.3125
475,1.1875
664.0625,1.47058823529
564.0625,1
781.25,1.25
859.375,1.13636363636
129.292472015,1.01711503714
86.1949813436,1.47475943745
787.5,1.14285714286
962.5,1.27272727273
300,1.33333333333
970.3125,1.17391304348
825,1.09090909091
378.125,2
687.5,1.1
136.897911546,1.41692573402
1050,1.16666666667
790.625,1.04545454545
625,1
825,1.09090909091
116.978903252,1.35739103932
750,1.2
525,1.71428571429
137.62223912,1.15378238342
371.875,1.21428571429
664.0625,1.47058823529
123.860015208,1.15058631034
1137.5,1.07692307692
2306.25,1.13888888889
875,1.4
503.125,1.64285714286
425,1.0625
918.75,1.33333333333
996.875,1.31818181818
860.9375,1.52631578947
531.25,1.17647058824
371.875,1.21428571429
1450,1.10344827586
504.6875,1.11764705882
475,1.1875
712.5,1.26315789474
534.375,1.05555555556
406.25,1.53846153846
393.75,1.28571428571
1404.6875,1.06896551724
1132.8125,1.16
787.5,1.14285714286
815.625,1.61111111111
1096.875,1.03846153846
1560.9375,1.37037037037
1476.5625,1.2962962963
1792.1875,1.1935483871
475,1.1875
653.125,1.15789473684
500,1.25
975,1.08333333333
721.875,1.04761904762
750,1.2
584.375,1.29411764706
790.625,1.04545454545
623.4375,1.10526315789
564.0625,1
593.75,1.05263157895
937.5,1.04166666667
1268.75,1.03571428571
1214.0625,1.7619047619
721.875,1.04761904762
934.375,1.13043478261
625,1
825,1.09090909091
584.375,1.29411764706
562.5,1.6
468.75,1.33333333333
525,1.71428571429
437.5,1.42857142857
503.125,1.64285714286
790.625,1.04545454545
468.75,1.33333333333
1200,1.33333333333
585.9375,1.66666666667
1210.9375,1.24
771.875,1.36842105263
712.5,1.26315789474
1640.625,1.16666666667
1210.9375,1.24
1314.0625,1
1006.25,1.21739130435
159.35206635,1.10409797456
1200,1.33333333333
1223.4375,1.07407407407
712.5,1.26315789474
1082.8125,1.57142857143
1584.375,1.5
1462.5,1.38461538462
815.625,1.61111111111
682.8125,1.21052631579
796.875,1.76470588235
1706.25,1.61538461538
1340.625,1.26923076923
1350,1.18518518519
623.4375,1.10526315789
1100,1.45454545455
918.75,1.33333333333
918.75,1.33333333333
1012.5,1.125
1265.625,1.11111111111
853.125,1.2380952381
343.75,1.81818181818
504.6875,1.11764705882
1078.125,1.30434782609
459.375,1.5
562.5,1.11111111111
742.1875,1.31578947368
171.875,1.1
206.25,1.09090909091
898.4375,1.08695652174
240.625,1.27272727273
1012.5,1.125
754.6875,1.09523809524
1367.1875,1.4
754.6875,1.09523809524
590.625,1.16666666667
437.5,1.42857142857
487.5,1.84615384615
742.1875,1.31578947368
731.25,1.44444444444
718.75,1.15
937.5,1.04166666667
503.125,1.64285714286
610.9375,1.35294117647
962.5,1.27272727273
820.3125,1.19047619048
718.75,1.15
1017.1875,1.47619047619
1404.6875,1.06896551724
1550,1.03225806452
1015.625,1.04
1275,1.41666666667
1268.75,1.03571428571
1540.625,1.1724137931
1150,1.39130434783
718.75,1.15
1162.5,1.29166666667
1078.125,1.30434782609
687.5,1.1
1006.25,1.21739130435
771.875,1.36842105263
468.75,3
337.5,1.5
843.75,1.35
687.5,1.1
898.4375,1.08695652174
885.9375,1.28571428571
593.75,1.05263157895
787.5,1.14285714286
235.406461653,1.2630880829
906.25,1.45
703.125,1.38888888889
653.125,1.15789473684
585.9375,1.66666666667
1012.5,1.125
1054.6875,1.08
918.75,1.33333333333
2000,1.25
825,1.09090909091
345.3125,1.30769230769
646.875,1.27777777778
2023.4375,1.05714285714
487.5,1.84615384615
365.625,1.38461538462
487.5,1.84615384615
584.375,1.29411764706
437.5,1.42857142857
656.25,1.05
197.741427788,1.01942142045
700,1.75
956.25,1.88888888889
176.011600559,1.23506825939
575,1.4375
557.8125,1.23529411765
623.4375,1.10526315789
756.25,1
265.625,1.7
970.3125,1.17391304348
1450,1.10344827586
937.5,1.04166666667
1062.5,1.7
928.125,1.22727272727
754.6875,1.09523809524
450,1.125
934.375,1.13043478261
1050,1.16666666667
718.75,1.15
300,1.33333333333
690.625,2.61538461538
675,1.6875
1312.5,1.07142857143
250.979504501,1.29388103364
1148.4375,1.66666666667
584.375,1.29411764706
1031.25,1.36363636364
1162.5,1.29166666667
721.875,1.04761904762
951.5625,1.38095238095
426.5625,1.61538461538
893.75,1.18181818182
2320.3125,1.36363636364
1314.0625,1
218.75,1.4
468.75,1.33333333333
875,1.4
1100,1.45454545455
770.3125,1.70588235294
1162.5,1.29166666667
790.625,1.04545454545
356.25,1.58333333333
1012.5,1.125
831.25,1.47368421053
590.625,1.16666666667
1473.4375,1.78260869565
623.4375,1.10526315789
826.5625,1
515.625,1.46666666667
653.125,1.15789473684
812.5,1.3
1006.25,1.21739130435
885.9375,1.28571428571
937.5,1.5
750,1.2
1200,1.33333333333
1982.8125,1.74074074074
1225,1
1100,1.45454545455
218.75,1.4
309.375,2.44444444444
487.5,1.84615384615
375,2.4
196.875,1.55555555556
350,1.14285714286
295.3125,2.33333333333
360.9375,1.90909090909
446.875,1.69230769231
225,1.77777777778
212.5,2.125
562.5,1.6
1054.6875,1.08
843.75,1.35
937.5,1.04166666667
562.5,1.6
975,1.08333333333
1031.25,1.36363636364
984.375,1.42857142857
1114.0625,1.34782608696
1114.0625,1.34782608696
1312.5,1.07142857143
646.875,1.27777777778
815.625,1.61111111111
246.995702842,1.1602156376
825,1.09090909091
378.125,2
312.5,2
415.625,1.35714285714
375,1.66666666667
312.5,2
459.375,1.5
790.625,1.04545454545
446.875,1.69230769231
687.5,1.1
446.875,1.69230769231
750,1.2
278.141788537,1.09783845279
787.5,1.14285714286
1289.0625,1.32
790.625,1.04545454545
1042.1875,1.26086956522
629.6875,2.38461538462
812.5,1.3
284.375,1.07692307692
546.875,1.78571428571
468.75,1.33333333333
318.75,1.41666666667
801.5625,1.42105263158
885.9375,1.28571428571
1392.1875,1.22222222222
970.3125,1.17391304348
590.625,1.16666666667
937.5,1.04166666667
1150,1.39130434783
1054.6875,1.08
703.125,1.38888888889
415.625,1.35714285714
885.9375,1.28571428571
225,1.77777777778
500,1.25
291.541848662,1.25296779938
160.076393924,1.85748247486
425,1.0625
623.4375,1.10526315789
584.375,1.29411764706
637.5,1.41176470588
825,1.09090909091
853.125,1.2380952381
731.25,1.44444444444
754.6875,1.09523809524
823.4375,1.82352941176
664.0625,1.47058823529
504.6875,1.11764705882
468.75,1.33333333333
568.75,1.85714285714
679.6875,1.93333333333
750,1.2
590.625,1.16666666667
690.625,1.52941176471
354.920511415,1.02922354949
421.875,1.2
646.875,1.27777777778
742.1875,1.31578947368
677.97060956,1.75428900403
262.5,1.16666666667
610.9375,1.35294117647
534.375,1.05555555556
503.125,1.64285714286
1006.25,1.21739130435
492.1875,1.4
690.625,1.52941176471
703.125,1.38888888889
893.75,1.18181818182
539.0625,1.53333333333
970.3125,1.17391304348
815.625,1.61111111111
815.625,1.61111111111
481.25,1.57142857143
675,1.33333333333
478.125,1.05882352941
625,1.5625
412.5,1.83333333333
637.5,1.41176470588
826.5625,1
1086.49136147,1.01208981002
1413.88742506,1.27423766245
1181.25,1.03703703704
742.1875,1.31578947368
928.125,1.22727272727
469.364268157,1.21450777202
549.402465119,1.34580590954
750,1.2
449.083096076,1.06242430915
937.5,1.04166666667
731.25,1.44444444444
742.1875,1.31578947368
207.157686254,1.02766042248
742.1875,1.31578947368
1042.1875,1.26086956522
1050,1.52380952381
871.875,1.72222222222
1200,1.33333333333
675,1.33333333333
1087.5,1.20833333333
735.192487931,1.36445636275
1575,1.28571428571
721.875,1.04761904762
1078.125,1.30434782609
625,1
885.9375,1.28571428571
1221.875,1.47826086957
1367.1875,1.4
718.75,1.15
1367.1875,1.4
1259.375,1.19230769231
593.75,1.05263157895
1856.25,1.62962962963
742.1875,1.31578947368
721.875,1.04761904762
843.75,1.35
1056.25,1
292.1875,1.54545454545
625,1
257.8125,1.36363636364
675,1.6875
525,1.3125
1031.25,1.36363636364
1306.25,1.72727272727
1082.8125,1.57142857143
831.25,1.47368421053
1114.0625,1.34782608696
1903.125,1.44827586207
2550,1.59375
1575,1.75
1148.4375,1.66666666667
618.75,1.22222222222
703.125,1.38888888889
2423.4375,1.42424242424
2812.5,1.38888888889
790.625,1.04545454545
1840.625,1.22580645161
1162.5,1.29166666667
1585.9375,1.20689655172
934.375,1.13043478261
1531.25,1.25
1721.875,1.31034482759
918.75,1.33333333333
898.4375,1.08695652174
1646.875,1.09677419355
1462.5,1.625
812.5,1.3
1132.8125,1.16
1800,1.125
843.75,1.35
575,1.4375
590.625,1.92857142857
703.125,1.38888888889
1968.75,1.02857142857
1139.0625,1
1171.875,1.2
459.375,1.5
637.5,1.41176470588
478.125,1.05882352941
1721.875,1.31034482759
787.5,1.55555555556
675,1.33333333333
437.5,1.42857142857
318.75,1.41666666667
584.375,1.29411764706
1162.5,1.29166666667
398.4375,1.13333333333
609.375,2.30769230769
625,1.5625
268.001202497,1.52325085324
906.25,1.45
721.875,1.04761904762
1259.375,1.19230769231
1687.5,1.2
1093.75,1.12
1017.1875,1.47619047619
1875,1.33333333333
1265.625,1.11111111111
1259.375,1.19230769231
1171.875,1.2
1114.0625,1.34782608696
1114.0625,1.34782608696
220.557746379,1.13704696896
1150,1.39130434783
962.5,1.27272727273
623.4375,1.10526315789
504.6875,1.11764705882
750,1.2
406.25,1.53846153846
637.5,1.41176470588
898.4375,1.08695652174
550,1.375
812.5,1.3
1223.4375,1.07407407407
790.625,1.04545454545
700,1.75
564.0625,1
831.25,1.47368421053
812.5,1.3
350,1.14285714286
700,1.75
562.5,1.11111111111
450,1.125
975,1.08333333333
584.375,1.29411764706
562.5,1.11111111111
590.625,1.92857142857
525,1.3125
531.25,1.17647058824
687.5,1.1
492.1875,1.4
682.8125,1.21052631579
564.0625,1
525,1.3125
898.4375,1.08695652174
250,1.6
781.25,1.25
212.952306849,1.09783845279
216.573944721,1.07437225986
862.5,1.04347826087
918.75,1.33333333333
515.625,1.46666666667
375,1.06666666667
468.75,1.33333333333
515.625,1.46666666667
534.375,1.05555555556
345.3125,1.30769230769
415.40186387,1.01756056575
207.157686254,1.02766042248
173.838617836,1.01208981002
294.801322747,1.38477350295
159.35206635,1.10409797456
188.325169322,1.57886010363
1093.75,1.12
1307.8125,1.14814814815
700,1.75
993.777431962,1.06269430052
271.622840369,1.45740932642
318.75,1.41666666667
350,1.14285714286
721.875,1.04761904762
178.908910856,1.12672893839
437.5,1.42857142857
326.5625,1.72727272727
293.352667598,1.09305699482
1015.625,1.04
318.75,1.41666666667
406.25,1.53846153846
956.25,1.88888888889
539.0625,1.53333333333
1150,1.39130434783
1132.8125,1.16
1181.25,1.03703703704
900,1
718.75,1.15
718.75,1.15
1137.5,1.07692307692
1185.9375,1.4347826087
718.75,1.15
731.25,1.44444444444
675,1.33333333333
137.62223912,1.27842923371
244.460556332,1.31166839378
418.661337955,1.21450777202
742.1875,1.31578947368
1162.5,1.29166666667
860.9375,1.52631578947
653.125,1.15789473684
968.75,1.55
893.75,1.18181818182
843.75,1.66666666667
562.5,1.11111111111
600,1.5
1006.25,1.21739130435
718.75,1.15
1200,1.33333333333
1289.0625,1.32
1462.5,1.38461538462
1476.5625,1.2962962963
825,1.09090909091
962.5,1.27272727273
1125,1.25
1098.4375,1.94736842105
1050,1.52380952381
801.5625,1.42105263158
1381.25,1.30769230769
843.75,1.35
1487.5,1.21428571429
934.375,1.13043478261
970.3125,1.17391304348
1114.0625,1.34782608696
1114.0625,1.34782608696
1246.875,1.80952380952
1625,1.53846153846
1035.78843127,1.21635510394
1237.5,1.375
534.375,1.05555555556
656.25,1.05
825,2.0625
787.5,1.14285714286
928.125,1.22727272727
637.5,1.41176470588
450,1.125
203.125,1.3
871.875,1.72222222222
721.875,1.04761904762
1087.5,1.20833333333
463.569647562,1.02922354949
928.125,1.22727272727
962.5,1.27272727273
937.5,1.04166666667
885.9375,1.28571428571
1401.5625,1.69565217391
1387.5,1.54166666667
610.9375,1.35294117647
843.75,1.35
690.625,1.52941176471
1250,1.28
1425,1.58333333333
717.1875,1.58823529412
859.375,1.13636363636
437.856018674,1.52792913254
598.656740172,1.6183653054
1412.43876992,1.28447098976
906.25,1.45
370.85571805,1.21450777202
898.4375,1.08695652174
1006.25,1.21739130435
1414.61175264,1.19522987088
853.125,1.2380952381
415.625,1.35714285714
253.514651011,1.36024870466
206.25,1.09090909091
937.5,1.04166666667
459.375,1.5
936.193389804,1.03785209609
618.75,1.22222222222
534.553749845,1.06639706812
718.75,1.15
1734.375,1.23333333333
625,1.5625
750,1.2
825,2.0625
603.364869405,1.75032002438
292.1875,1.54545454545
653.125,1.15789473684
1162.5,1.29166666667
968.75,1.55
1350,1.18518518519
928.125,1.22727272727
781.25,1.25
679.6875,1.93333333333
467.1875,1.76923076923
610.9375,1.35294117647
475,1.1875
206.25,1.09090909091
243.75,1.08333333333
798.208986896,1.85372238887
801.5625,1.42105263158
664.0625,1.47058823529
345.3125,1.30769230769
700,1.75
1100,1.45454545455
1328.125,1.36
600,1.5
187.5,1.2
492.1875,1.4
154.6875,1.22222222222
450,1.125
650,2.46153846154
351.5625,1
525,1.71428571429
400.915312384,1.25031601567
284.375,1.07692307692
443.288475481,1.14703511802
398.4375,1.13333333333
1948.4375,1.48275862069
1421.875,1.34615384615
656.25,1.86666666667
951.404268864,1.57999723273
443.650639269,1.6138225256
445.3125,1.26666666667
690.625,1.52941176471
375,1.06666666667
352.023201118,1.09783845279
1054.6875,1.08
1706.25,1.39285714286
531.25,1.17647058824
625,1
1300,1.23076923077
1443.75,1.17857142857
893.75,1.18181818182
675,1.33333333333
759.375,1.5
750,1.2
853.125,1.2380952381
500,1.25
970.3125,1.17391304348
646.875,1.27777777778
928.125,1.22727272727
591.051300642,1.3122600256
295.887814108,1.86343632118
228.16318591,2.30546075085
801.5625,1.42105263158
704.046402235,1.23506825939
468.75,1.33333333333
1237.5,1.63636363636
1132.8125,1.16
289.731029726,1.05392491468
215.487453359,1.69519172857
812.5,1.3
812.5,1.3
337.5,1.5
906.25,1.45
187.5,1.2
437.5,1.42857142857
304.6875,1.15384615385
425,1.0625
525,1.3125
743.75,1.64705882353
796.875,1.76470588235
550,1.375
525,1.71428571429
712.5,1.26315789474
1093.75,1.12
1093.75,1.12
506.25,1
765.625,2.5
503.125,1.64285714286
801.5625,1.42105263158
650,1.625
812.5,1.3
341.52045129,2.16499211534
404.174786468,1.04582613702
1306.25,1.72727272727
1359.375,1.03448275862
646.875,1.27777777778
623.4375,1.10526315789
718.75,1.15
790.625,1.04545454545
421.875,1.2
1406.25,1
1598.4375,1.06451612903
820.3125,1.19047619048
1300,1.23076923077
975,1.08333333333
1509.375,1.82608695652
481.25,1.57142857143
445.3125,1.26666666667
562.5,1.11111111111
593.75,1.05263157895
281.25,1.8
650,1.625
2023.4375,1.05714285714
446.875,1.69230769231
1185.9375,1.4347826087
975,1.08333333333
1375,1.81818181818
1087.5,1.20833333333
500,1.25
475,1.1875
575,1.4375
790.625,1.04545454545
656.25,1.05
1450,1.10344827586
468.75,2.08333333333
2196.875,1.02702702703
1340.625,1.26923076923
1406.25,1.44
415.40186387,1.01756056575
748.592548056,1.65048492095
421.875,1.2
421.875,1.2
787.5,1.14285714286
398.4375,1.13333333333
393.75,1.75
445.3125,1.26666666667
962.5,1.27272727273
754.6875,1.09523809524
151.384463032,1.40627215708
227.801022122,1.79205982734
1476.5625,1.2962962963
825,1.09090909091
975,1.08333333333
1225,1
918.75,1.33333333333
1132.8125,1.16
850,2.125
267.1875,2.11111111111
483.126492069,1.92646060389
454.153389096,1.05470411781
637.5,1.41176470588
1125,1.8
800,2
412.86671736,1.04294653015
859.375,1.13636363636
771.875,1.36842105263
632.8125,1.8
691.008505898,1.78802533103
637.5,1.41176470588
853.125,1.2380952381
562.5,1.6
416.488355232,1.78995399911
1000,1.6
754.6875,1.09523809524
820.3125,1.19047619048
1265.625,1.11111111111
1481.97421705,1.29286311215
398.4375,1.13333333333
398.380165874,2.13753367876
1008.26398345,1.46753022453
544.694335886,1.20933767065
534.375,1.05555555556
721.875,1.04761904762
742.1875,1.31578947368
1531.25,1.25
623.4375,1.10526315789
262.5,1.16666666667
534.375,1.05555555556
494.353569471,1.08994287233
1443.75,1.17857142857
