epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1453.43,2.12982,1.48525,1.19199,0.57997,0.55087,0.50509,0.17853,2.11178,1.49584,1.27306,0.0014588,0.0014588,0.0014588
43,1486.94,2.11503,1.45797,1.20353,0.69908,0.5774,0.61886,0.2295,2.05817,1.38169,1.25583,0.0014456,0.0014456,0.0014456
44,1520.59,2.13602,1.5019,1.193,0.66502,0.62209,0.61107,0.22255,1.99356,1.45617,1.22653,0.0014324,0.0014324,0.0014324
45,1554.17,2.08889,1.533,1.19165,0.73634,0.63372,0.66249,0.23917,2.05858,1.39173,1.24866,0.0014192,0.0014192,0.0014192
46,1587.65,2.10326,1.54413,1.19973,0.67052,0.55233,0.60232,0.21818,2.06027,1.45255,1.25229,0.001406,0.001406,0.001406
47,1621.21,2.10156,1.48029,1.17613,0.72541,0.6067,0.65094,0.23966,2.03144,1.38179,1.23907,0.0013928,0.0013928,0.0013928
48,1654.59,2.10831,1.46598,1.19438,0.71559,0.59012,0.65228,0.25707,2.01576,1.3852,1.23455,0.0013796,0.0013796,0.0013796
49,1689.26,2.11096,1.46889,1.19162,0.76796,0.5917,0.67656,0.24838,2.06703,1.35819,1.25433,0.0013664,0.0013664,0.0013664
50,1722.57,2.10151,1.50334,1.19458,0.68657,0.59738,0.66058,0.25649,2.01459,1.38671,1.23217,0.0013532,0.0013532,0.0013532
51,1756.02,2.08471,1.4419,1.18878,0.72333,0.59012,0.6529,0.24686,2.04951,1.39309,1.25134,0.00134,0.00134,0.00134
52,1790.57,2.0914,1.52632,1.17007,0.7049,0.57267,0.63173,0.23319,2.05349,1.3979,1.24139,0.0013268,0.0013268,0.0013268
53,1824,2.09701,1.45491,1.18242,0.72986,0.5625,0.64416,0.23837,2.07626,1.40402,1.25498,0.0013136,0.0013136,0.0013136
54,1857.79,2.10272,1.45889,1.18724,0.74679,0.62936,0.67236,0.24751,2.02421,1.39026,1.23165,0.0013004,0.0013004,0.0013004
55,1891.49,2.0824,1.43068,1.19089,0.68356,0.61192,0.61581,0.2242,2.03768,1.39772,1.24153,0.0012872,0.0012872,0.0012872
56,1925.01,2.09751,1.44278,1.19375,0.66577,0.6032,0.63111,0.22178,2.12802,1.43603,1.26412,0.001274,0.001274,0.001274
57,1958.85,2.03375,1.43701,1.14563,0.73684,0.5901,0.6469,0.24569,2.05946,1.39278,1.24922,0.0012608,0.0012608,0.0012608
58,1992.72,2.10124,1.50487,1.18643,0.67209,0.57497,0.61861,0.23592,2.03827,1.39631,1.24392,0.0012476,0.0012476,0.0012476
59,2026.36,2.08956,1.4244,1.16785,0.74999,0.61483,0.67136,0.2531,2.00735,1.35382,1.22844,0.0012344,0.0012344,0.0012344
60,2060.31,2.10158,1.4454,1.19629,0.74,0.62466,0.65866,0.24632,1.99713,1.33686,1.22842,0.0012212,0.0012212,0.0012212
61,2093.98,2.12105,1.52693,1.1945,0.67763,0.59883,0.63036,0.23835,1.97585,1.38703,1.21851,0.001208,0.001208,0.001208
62,2128.89,2.05951,1.42481,1.18129,0.72365,0.6468,0.6717,0.25521,1.98169,1.35095,1.21343,0.0011948,0.0011948,0.0011948
63,2162.57,2.08273,1.43481,1.17602,0.72153,0.63663,0.68127,0.25584,2.02819,1.36042,1.23293,0.0011816,0.0011816,0.0011816
64,2196.44,2.04815,1.38792,1.1685,0.76738,0.65552,0.69834,0.27022,2.01645,1.29287,1.23637,0.0011684,0.0011684,0.0011684
65,2231.22,2.05668,1.40821,1.17348,0.77996,0.6131,0.69508,0.2509,2.0629,1.36856,1.24344,0.0011552,0.0011552,0.0011552
66,2265.01,2.06698,1.47524,1.16167,0.67466,0.59981,0.64012,0.24559,2.02621,1.37666,1.23402,0.001142,0.001142,0.001142
67,2298.56,2.06988,1.44873,1.16882,0.66031,0.61337,0.61814,0.22936,2.03075,1.39957,1.24138,0.0011288,0.0011288,0.0011288
68,2332.25,2.04077,1.42624,1.16343,0.70914,0.59302,0.63246,0.23925,2.01508,1.36497,1.22823,0.0011156,0.0011156,0.0011156
69,2366.09,2.06185,1.43852,1.16305,0.74791,0.58647,0.68068,0.2563,2.03299,1.34859,1.23458,0.0011024,0.0011024,0.0011024
70,2399.75,2.0564,1.46389,1.16519,0.75973,0.57447,0.66186,0.2453,1.99985,1.35546,1.22237,0.0010892,0.0010892,0.0010892
71,2433.39,2.06193,1.38771,1.15678,0.70296,0.59012,0.64413,0.23561,2.07803,1.38689,1.2498,0.001076,0.001076,0.001076
72,2468.09,2.03768,1.42943,1.15307,0.76194,0.61773,0.67784,0.25795,2.04616,1.31613,1.2381,0.0010628,0.0010628,0.0010628
73,2501.66,2.03087,1.39132,1.15487,0.73676,0.60208,0.66913,0.25262,2.03348,1.35699,1.23431,0.0010496,0.0010496,0.0010496
74,2535.39,2.06101,1.41819,1.15296,0.73118,0.60901,0.67428,0.25212,2.04261,1.35175,1.23682,0.0010364,0.0010364,0.0010364
75,2569.3,2.01646,1.43165,1.16863,0.74325,0.61337,0.68348,0.264,1.97191,1.33867,1.21833,0.0010232,0.0010232,0.0010232
76,2603.2,2.05647,1.42615,1.15532,0.71649,0.55087,0.61483,0.23404,1.98271,1.39633,1.21905,0.00101,0.00101,0.00101
77,2637.02,2.02886,1.43381,1.16733,0.75106,0.60079,0.68162,0.2786,1.97457,1.32391,1.21623,0.0009968,0.0009968,0.0009968
78,2670.97,2.04923,1.38314,1.1474,0.77892,0.63502,0.69381,0.2719,1.99273,1.25101,1.22317,0.0009836,0.0009836,0.0009836
79,2704.41,2.07531,1.43902,1.16795,0.79191,0.62936,0.70553,0.26644,2.01768,1.29173,1.22644,0.0009704,0.0009704,0.0009704
80,2738.15,2.05005,1.38435,1.15572,0.71899,0.64338,0.67996,0.25535,2.03192,1.27843,1.23997,0.0009572,0.0009572,0.0009572
81,2772.15,2.01803,1.37547,1.15754,0.71028,0.61192,0.6515,0.25219,2.03393,1.27148,1.23731,0.000944,0.000944,0.000944
82,2807.02,2.05463,1.34806,1.16931,0.71077,0.61337,0.65563,0.2503,2.01967,1.29459,1.23064,0.0009308,0.0009308,0.0009308
83,2840.58,2.0463,1.36387,1.16147,0.77831,0.60213,0.69976,0.27678,1.96277,1.26571,1.2139,0.0009176,0.0009176,0.0009176
84,2874.63,2.0364,1.37212,1.15546,0.76174,0.632,0.68137,0.25854,2.03012,1.29135,1.2334,0.0009044,0.0009044,0.0009044
85,2908.56,2.06221,1.35613,1.14937,0.70971,0.61047,0.65596,0.257,2.01623,1.31995,1.23379,0.0008912,0.0008912,0.0008912
86,2942.96,2.00134,1.36645,1.15015,0.77593,0.62936,0.71078,0.28303,1.98847,1.25274,1.22174,0.000878,0.000878,0.000878
87,2977.44,2.03001,1.38694,1.14045,0.6953,0.61027,0.63431,0.23948,2.01475,1.3426,1.22425,0.0008648,0.0008648,0.0008648
88,3011.66,2.00029,1.36284,1.14843,0.75124,0.63647,0.71106,0.277,1.96332,1.25741,1.21334,0.0008516,0.0008516,0.0008516
89,3045.49,2.01351,1.37206,1.15734,0.72293,0.67006,0.70758,0.27212,2.01274,1.29576,1.22909,0.0008384,0.0008384,0.0008384
90,3079.13,2.0316,1.32771,1.15976,0.7806,0.6686,0.74297,0.2834,1.97614,1.24945,1.21632,0.0008252,0.0008252,0.0008252
91,3114.26,2.03059,1.3154,1.15631,0.72416,0.63724,0.68118,0.24518,2.04089,1.29258,1.23387,0.000812,0.000812,0.000812
92,3148.85,1.98549,1.31128,1.13321,0.75949,0.63372,0.7218,0.27862,1.99577,1.25643,1.2197,0.0007988,0.0007988,0.0007988
